#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
       127   -4.6176340616e-01    4.9269011780e-01   -1.1423273480e+00    6.8056394180e-01   -1.1423273480e+00    1.2800000000e+04    5.5226207373e-03    1.0000000000e+00
       128   -4.6280206472e-01    5.5657610643e-01   -1.1246453827e+00    6.6184331795e-01   -1.1246453827e+00    1.2800000000e+04    5.5203723340e-03    1.0000000000e+00
       129   -5.0754707234e-01    6.8330732070e-01   -1.1490079993e+00    6.4146092691e-01   -1.1490079993e+00    1.2800000000e+04    5.5025979443e-03    9.9992187500e-01
       130   -5.1181791483e-01    1.1310766225e+00   -1.1007949121e+00    5.8897699722e-01   -1.1007949121e+00    1.2800000000e+04    5.5242446143e-03    9.9984375000e-01
       131   -4.5910991107e-01    4.9510686893e-01   -1.0811180699e+00    6.2200815887e-01   -1.0811180699e+00    1.2800000000e+04    5.5234129932e-03    9.9984375000e-01
       132   -4.9530047976e-01    5.3360847381e-01   -1.1102146656e+00    6.1491418584e-01   -1.1102146656e+00    1.2800000000e+04    5.5190001514e-03    1.0000000000e+00
       133   -4.5539384089e-01    5.2358947335e-01   -1.0943837023e+00    6.3898986144e-01   -1.0943837023e+00    1.2800000000e+04    5.5175253272e-03    9.9984375000e-01
       134   -4.8331714858e-01    7.9988666792e-01   -1.0965751894e+00    6.1325804081e-01   -1.0965751894e+00    1.2800000000e+04    5.5018605957e-03    1.0000000000e+00
       135   -5.9054893855e-01    1.2232151224e+00   -1.1941708732e+00    6.0362193467e-01   -1.1941708732e+00    1.2800000000e+04    5.5237097607e-03    1.0000000000e+00
       136   -4.4648275305e-01    4.2349227210e-01   -1.0949411590e+00    6.4845840594e-01   -1.0949411590e+00    1.2800000000e+04    5.5254991699e-03    9.9992187500e-01
       137   -4.7097235759e-01    4.8805952679e-01   -1.1070976083e+00    6.3612525068e-01   -1.1070976083e+00    1.2800000000e+04    5.5193029736e-03    9.9992187500e-01
       138   -4.5028744052e-01    3.9435993883e-01   -1.1280592596e+00    6.7777181910e-01   -1.1280592596e+00    1.2800000000e+04    5.5237387646e-03    1.0000000000e+00
       139   -4.7572813706e-01    6.5722383227e-01   -1.1585786771e+00    6.8285054007e-01   -1.1585786771e+00    1.2800000000e+04    5.4998052490e-03    1.0000000000e+00
       140   -4.8165925378e-01    6.6935588466e-01   -1.1482232947e+00    6.6656404093e-01   -1.1482232947e+00    1.2800000000e+04    5.5199100537e-03    1.0000000000e+00
       141   -5.1012778355e-01    8.2276751026e-01   -1.1863936756e+00    6.7626589206e-01   -1.1863936756e+00    1.2800000000e+04    5.5245172266e-03    1.0000000000e+00
       142   -4.6160390607e-01    4.5843846416e-01   -1.0995767099e+00    6.3797280379e-01   -1.0995767099e+00    1.2800000000e+04    5.5240368848e-03    9.9976562500e-01
       143   -4.4531024294e-01    4.8785836649e-01   -1.0634302055e+00    6.1811996254e-01   -1.0634302055e+00    1.2800000000e+04    5.5206723096e-03    9.9984375000e-01
       144   -4.8551537590e-01    6.8843552229e-01   -1.0938668543e+00    6.0835147845e-01   -1.0938668543e+00    1.2800000000e+04    5.5017883984e-03    1.0000000000e+00
       145   -5.0477418849e-01    1.0314046107e+00   -1.0615825922e+00    5.5680840374e-01   -1.0615825922e+00    1.2800000000e+04    5.5193951025e-03    9.9984375000e-01
       146   -5.4310820572e-01    6.6294244059e-01   -1.0957163844e+00    5.5260817869e-01   -1.0957163844e+00    1.2800000000e+04    5.5174958496e-03    1.0000000000e+00
       147   -4.6608027955e-01    3.9426539829e-01   -1.0223371524e+00    5.5625687288e-01   -1.0223371524e+00    1.2800000000e+04    5.5258796533e-03    1.0000000000e+00
       148   -4.4320714551e-01    4.0088977143e-01   -1.0849560805e+00    6.4174893494e-01   -1.0849560805e+00    1.2800000000e+04    5.5259993750e-03    1.0000000000e+00
       149   -4.4100972750e-01    5.1955649325e-01   -1.1564376869e+00    7.1542795939e-01   -1.1564376869e+00    1.2800000000e+04    5.5070529736e-03    1.0000000000e+00
       150   -4.3966464649e-01    7.0519740592e-01   -1.1622203873e+00    7.2255574079e-01   -1.1622203873e+00    1.2800000000e+04    5.5205103564e-03    1.0000000000e+00
       151   -4.2278155734e-01    4.0700642676e-01   -1.1458345285e+00    7.2305297116e-01   -1.1458345285e+00    1.2800000000e+04    5.5245043359e-03    9.9992187500e-01
       152   -4.5118410479e-01    5.3617133411e-01   -1.1843410549e+00    7.3315695009e-01   -1.1843410549e+00    1.2800000000e+04    5.5164701514e-03    1.0000000000e+00
       153   -4.6077428271e-01    5.7511609439e-01   -1.1892074180e+00    7.2843313527e-01   -1.1892074180e+00    1.2800000000e+04    5.5281272315e-03    9.9992187500e-01
       154   -4.3140169575e-01    4.8985046114e-01   -1.1677322879e+00    7.3633059217e-01   -1.1677322879e+00    1.2800000000e+04    5.5054992236e-03    1.0000000000e+00
       155   -4.1886295825e-01    3.5618766220e-01   -1.1361627750e+00    7.1729981670e-01   -1.1361627750e+00    1.2800000000e+04    5.5239871631e-03    1.0000000000e+00
       156   -5.0249701914e-01    1.1460347848e+00   -1.2672684207e+00    7.6477140161e-01   -1.2672684207e+00    1.2800000000e+04    5.5228580322e-03    9.9992187500e-01
       157   -4.4451787401e-01    6.1325909563e-01   -1.1866836048e+00    7.4216573075e-01   -1.1866836048e+00    1.2800000000e+04    5.5207207764e-03    1.0000000000e+00
