0.05623479 1.295078801584e+02 6.561252576048e-05
0.05623479 1.295078801584e+02 6.561252576048e-05
0.05623479 1.295078801584e+02 6.561252576048e-05
0.05623479 1.295078801584e+02 6.561252576048e-05
0.07952800 1.287961737558e+02 1.305039084582e-04
0.07952800 1.287961737558e+02 1.305039084582e-04
0.07952800 1.287961737558e+02 1.305039084582e-04
0.07952800 1.287961737558e+02 1.305039084582e-04
0.11246958 1.273837013662e+02 2.581454156189e-04
0.11246958 1.273837013662e+02 2.581454156189e-04
0.11246958 1.273837013662e+02 2.581454156189e-04
0.11246958 1.273837013662e+02 2.581454156189e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.12574481 1.266829013569e+02 3.209065393752e-04
0.15905600 1.246020434468e+02 5.050166692844e-04
0.15905600 1.246020434468e+02 5.050166692844e-04
0.15905600 1.246020434468e+02 5.050166692844e-04
0.15905600 1.246020434468e+02 5.050166692844e-04
0.16870437 1.239155489815e+02 5.650135671863e-04
0.16870437 1.239155489815e+02 5.650135671863e-04
0.16870437 1.239155489815e+02 5.650135671863e-04
0.16870437 1.239155489815e+02 5.650135671863e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.17783002 1.232325891788e+02 6.243327759000e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.20275742 1.212047526174e+02 7.982769022841e-04
0.22493916 1.192081364919e+02 9.663099316416e-04
0.22493916 1.192081364919e+02 9.663099316416e-04
0.22493916 1.192081364919e+02 9.663099316416e-04
0.22493916 1.192081364919e+02 9.663099316416e-04
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23186198 1.185494598982e+02 1.021031316343e-03
0.23858401 1.178941875348e+02 1.075116335231e-03
0.23858401 1.178941875348e+02 1.075116335231e-03
0.23858401 1.178941875348e+02 1.075116335231e-03
0.23858401 1.178941875348e+02 1.075116335231e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
0.25148963 1.165937915917e+02 1.181397324235e-03
